"","participant","session","list","itemID","sequential_trial","condition","capitalization","determiner","ReadingTime"
"1","as08el22","1","listB_REV","13",3,"+C/+D","cap","det",772
"2","de10ch10","1","listB_REV","13",3,"+C/+D","cap","det",357
"3","fs06er06","1","listB_REV","13",3,"+C/+D","cap","det",833
"4","ho07es17","1","listB_REV","13",3,"+C/+D","cap","det",495
"5","ke05rg01","1","listB_REV","13",3,"+C/+D","cap","det",343
"6","pt07en03","1","listB_REV","13",3,"+C/+D","cap","det",192
"7","ck06nk23","2","listB_REV","13",3,"+C/+D","cap","det",456
"8","en04do16","2","listB_REV","13",3,"+C/+D","cap","det",1094
"9","ff06an05","2","listB_REV","13",3,"+C/+D","cap","det",537
"10","ht08en04","2","listB_REV","13",3,"+C/+D","cap","det",89
"11","ng10er10","2","listB_REV","13",3,"+C/+D","cap","det",448
"12","nn05ed12","2","listB_REV","13",3,"+C/+D","cap","det",393
"13","nz09ko24","2","listB_REV","13",3,"+C/+D","cap","det",129
"14","as08el22","1","listB_REV","12",5,"+C/+D","cap","det",784
"15","de10ch10","1","listB_REV","12",5,"+C/+D","cap","det",321
"16","fs06er06","1","listB_REV","12",5,"+C/+D","cap","det",1213
"17","ho07es17","1","listB_REV","12",5,"+C/+D","cap","det",493
"18","ke05rg01","1","listB_REV","12",5,"+C/+D","cap","det",541
"19","ke09en22","1","listB_REV","12",5,"+C/+D","cap","det",288
"20","pt07en03","1","listB_REV","12",5,"+C/+D","cap","det",500
"21","au05rd24","2","listB_REV","12",5,"+C/+D","cap","det",137
"22","ck06nk23","2","listB_REV","12",5,"+C/+D","cap","det",480
"23","en04do16","2","listB_REV","12",5,"+C/+D","cap","det",835
"24","ff06an05","2","listB_REV","12",5,"+C/+D","cap","det",876
"25","ht08en04","2","listB_REV","12",5,"+C/+D","cap","det",336
"26","ng09in10","2","listB_REV","12",5,"+C/+D","cap","det",73
"27","ng10er10","2","listB_REV","12",5,"+C/+D","cap","det",176
"28","nn05ed12","2","listB_REV","12",5,"+C/+D","cap","det",174
"29","ck06nk23","1","listA","14",11,"+C/+D","cap","det",378
"30","en04do16","1","listA","14",11,"+C/+D","cap","det",1026
"31","er05ns14","1","listA","14",11,"+C/+D","cap","det",824
"32","ff06an05","1","listA","14",11,"+C/+D","cap","det",410
"33","ig07en03","1","listA","14",11,"+C/+D","cap","det",338
"34","ng09in10","1","listA","14",11,"+C/+D","cap","det",485
"35","de10ch10","2","listA","14",11,"+C/+D","cap","det",480
"36","fs06er06","2","listA","14",11,"+C/+D","cap","det",68
"37","in06an10","2","listA","14",11,"+C/+D","cap","det",559
"38","ld06ed27","2","listA","14",11,"+C/+D","cap","det",321
"39","pp07us10","2","listA","14",11,"+C/+D","cap","det",285
"40","pt07en03","2","listA","14",11,"+C/+D","cap","det",141
"41","au05rd24","1","listA_REV","16",12,"+C/+D","cap","det",1018
"42","en04el04","1","listA_REV","16",12,"+C/+D","cap","det",785
"43","ht08en04","1","listA_REV","16",12,"+C/+D","cap","det",1681
"44","ke06er23","1","listA_REV","16",12,"+C/+D","cap","det",523
"45","ng10er10","1","listA_REV","16",12,"+C/+D","cap","det",254
"46","nn05as16","1","listA_REV","16",12,"+C/+D","cap","det",107
"47","nn05ed12","1","listA_REV","16",12,"+C/+D","cap","det",502
"48","nz09ko24","1","listA_REV","16",12,"+C/+D","cap","det",190
"49","rs06nz12","1","listA_REV","16",12,"+C/+D","cap","det",225
"50","as08el22","2","listA_REV","16",12,"+C/+D","cap","det",239
"51","er07rd18","2","listA_REV","16",12,"+C/+D","cap","det",264
"52","ho07es17","2","listA_REV","16",12,"+C/+D","cap","det",426
"53","ke05en10","2","listA_REV","16",12,"+C/+D","cap","det",196
"54","ke05rg01","2","listA_REV","16",12,"+C/+D","cap","det",241
"55","ke09en22","2","listA_REV","16",12,"+C/+D","cap","det",1831
"56","os09er29","2","listA_REV","16",12,"+C/+D","cap","det",910
"57","ck06nk23","1","listA","17",17,"+C/+D","cap","det",619
"58","en04do16","1","listA","17",17,"+C/+D","cap","det",629
"59","er05ns14","1","listA","17",17,"+C/+D","cap","det",375
"60","ff06an05","1","listA","17",17,"+C/+D","cap","det",499
"61","ig07en03","1","listA","17",17,"+C/+D","cap","det",414
"62","ng09in10","1","listA","17",17,"+C/+D","cap","det",166
"63","de10ch10","2","listA","17",17,"+C/+D","cap","det",409
"64","fs06er06","2","listA","17",17,"+C/+D","cap","det",186
"65","in06an10","2","listA","17",17,"+C/+D","cap","det",258
"66","ld06ed27","2","listA","17",17,"+C/+D","cap","det",441
"67","pp07us10","2","listA","17",17,"+C/+D","cap","det",179
"68","pt07en03","2","listA","17",17,"+C/+D","cap","det",263
"69","tz02ld25","2","listA","17",17,"+C/+D","cap","det",344
"70","er06nk20","1","listB","3",21,"+C/+D","cap","det",447
"71","er07rd18","1","listB","3",21,"+C/+D","cap","det",724
"72","in06an10","1","listB","3",21,"+C/+D","cap","det",289
"73","ke05en10","1","listB","3",21,"+C/+D","cap","det",519
"74","ld06ed27","1","listB","3",21,"+C/+D","cap","det",555
"75","os09er29","1","listB","3",21,"+C/+D","cap","det",244
"76","pp07us10","1","listB","3",21,"+C/+D","cap","det",400
"77","tz02ld25","1","listB","3",21,"+C/+D","cap","det",341
"78","en04el04","2","listB","3",21,"+C/+D","cap","det",280
"79","er05ns14","2","listB","3",21,"+C/+D","cap","det",1286
"80","ig07en03","2","listB","3",21,"+C/+D","cap","det",587
"81","ke06er23","2","listB","3",21,"+C/+D","cap","det",303
"82","nn05as16","2","listB","3",21,"+C/+D","cap","det",317
"83","rs06nz12","2","listB","3",21,"+C/+D","cap","det",314
"84","er06nk20","1","listB","18",25,"+C/+D","cap","det",501
"85","er07rd18","1","listB","18",25,"+C/+D","cap","det",299
"86","in06an10","1","listB","18",25,"+C/+D","cap","det",431
"87","ke05en10","1","listB","18",25,"+C/+D","cap","det",771
"88","ld06ed27","1","listB","18",25,"+C/+D","cap","det",643
"89","os09er29","1","listB","18",25,"+C/+D","cap","det",276
"90","pp07us10","1","listB","18",25,"+C/+D","cap","det",218
"91","tz02ld25","1","listB","18",25,"+C/+D","cap","det",449
"92","en04el04","2","listB","18",25,"+C/+D","cap","det",702
"93","er05ns14","2","listB","18",25,"+C/+D","cap","det",477
"94","ig07en03","2","listB","18",25,"+C/+D","cap","det",471
"95","ke06er23","2","listB","18",25,"+C/+D","cap","det",513
"96","nn05as16","2","listB","18",25,"+C/+D","cap","det",375
"97","rs06nz12","2","listB","18",25,"+C/+D","cap","det",284
"98","ck06nk23","1","listA","2",27,"+C/+D","cap","det",370
"99","en04do16","1","listA","2",27,"+C/+D","cap","det",264
"100","er05ns14","1","listA","2",27,"+C/+D","cap","det",527
"101","ff06an05","1","listA","2",27,"+C/+D","cap","det",337
"102","ig07en03","1","listA","2",27,"+C/+D","cap","det",253
"103","de10ch10","2","listA","2",27,"+C/+D","cap","det",602
"104","fs06er06","2","listA","2",27,"+C/+D","cap","det",591
"105","ld06ed27","2","listA","2",27,"+C/+D","cap","det",750
"106","pp07us10","2","listA","2",27,"+C/+D","cap","det",128
"107","pt07en03","2","listA","2",27,"+C/+D","cap","det",507
"108","ck06nk23","1","listA","5",29,"+C/+D","cap","det",847
"109","en04do16","1","listA","5",29,"+C/+D","cap","det",863
"110","er05ns14","1","listA","5",29,"+C/+D","cap","det",333
"111","ff06an05","1","listA","5",29,"+C/+D","cap","det",776
"112","ig07en03","1","listA","5",29,"+C/+D","cap","det",934
"113","ng09in10","1","listA","5",29,"+C/+D","cap","det",271
"114","de10ch10","2","listA","5",29,"+C/+D","cap","det",676
"115","fs06er06","2","listA","5",29,"+C/+D","cap","det",705
"116","in06an10","2","listA","5",29,"+C/+D","cap","det",452
"117","ld06ed27","2","listA","5",29,"+C/+D","cap","det",944
"118","pp07us10","2","listA","5",29,"+C/+D","cap","det",491
"119","pt07en03","2","listA","5",29,"+C/+D","cap","det",778
"120","tz02ld25","2","listA","5",29,"+C/+D","cap","det",378
"121","au05rd24","1","listA_REV","8",30,"+C/+D","cap","det",653
"122","en04el04","1","listA_REV","8",30,"+C/+D","cap","det",115
"123","ht08en04","1","listA_REV","8",30,"+C/+D","cap","det",2136
"124","ke06er23","1","listA_REV","8",30,"+C/+D","cap","det",358
"125","ng10er10","1","listA_REV","8",30,"+C/+D","cap","det",376
"126","nn05as16","1","listA_REV","8",30,"+C/+D","cap","det",133
"127","nn05ed12","1","listA_REV","8",30,"+C/+D","cap","det",948
"128","nz09ko24","1","listA_REV","8",30,"+C/+D","cap","det",140
"129","rs06nz12","1","listA_REV","8",30,"+C/+D","cap","det",376
"130","as08el22","2","listA_REV","8",30,"+C/+D","cap","det",529
"131","er06nk20","2","listA_REV","8",30,"+C/+D","cap","det",322
"132","er07rd18","2","listA_REV","8",30,"+C/+D","cap","det",356
"133","ke05en10","2","listA_REV","8",30,"+C/+D","cap","det",242
"134","ke05rg01","2","listA_REV","8",30,"+C/+D","cap","det",496
"135","ke09en22","2","listA_REV","8",30,"+C/+D","cap","det",966
"136","os09er29","2","listA_REV","8",30,"+C/+D","cap","det",232
"137","ck06nk23","1","listA","20",31,"+C/+D","cap","det",430
"138","en04do16","1","listA","20",31,"+C/+D","cap","det",349
"139","er05ns14","1","listA","20",31,"+C/+D","cap","det",1195
"140","ff06an05","1","listA","20",31,"+C/+D","cap","det",387
"141","ig07en03","1","listA","20",31,"+C/+D","cap","det",67
"142","de10ch10","2","listA","20",31,"+C/+D","cap","det",693
"143","fs06er06","2","listA","20",31,"+C/+D","cap","det",552
"144","in06an10","2","listA","20",31,"+C/+D","cap","det",620
"145","ld06ed27","2","listA","20",31,"+C/+D","cap","det",312
"146","pp07us10","2","listA","20",31,"+C/+D","cap","det",369
"147","pt07en03","2","listA","20",31,"+C/+D","cap","det",1083
"148","tz02ld25","2","listA","20",31,"+C/+D","cap","det",151
"149","as08el22","1","listB_REV","6",31,"+C/+D","cap","det",496
"150","de10ch10","1","listB_REV","6",31,"+C/+D","cap","det",371
"151","fs06er06","1","listB_REV","6",31,"+C/+D","cap","det",1673
"152","ho07es17","1","listB_REV","6",31,"+C/+D","cap","det",739
"153","ke05rg01","1","listB_REV","6",31,"+C/+D","cap","det",298
"154","ke09en22","1","listB_REV","6",31,"+C/+D","cap","det",538
"155","pt07en03","1","listB_REV","6",31,"+C/+D","cap","det",691
"156","au05rd24","2","listB_REV","6",31,"+C/+D","cap","det",590
"157","ck06nk23","2","listB_REV","6",31,"+C/+D","cap","det",170
"158","en04do16","2","listB_REV","6",31,"+C/+D","cap","det",666
"159","ff06an05","2","listB_REV","6",31,"+C/+D","cap","det",121
"160","ht08en04","2","listB_REV","6",31,"+C/+D","cap","det",897
"161","ng09in10","2","listB_REV","6",31,"+C/+D","cap","det",200
"162","ng10er10","2","listB_REV","6",31,"+C/+D","cap","det",458
"163","nn05ed12","2","listB_REV","6",31,"+C/+D","cap","det",373
"164","nz09ko24","2","listB_REV","6",31,"+C/+D","cap","det",546
"165","er06nk20","1","listB","9",34,"+C/+D","cap","det",490
"166","er07rd18","1","listB","9",34,"+C/+D","cap","det",525
"167","in06an10","1","listB","9",34,"+C/+D","cap","det",365
"168","ke05en10","1","listB","9",34,"+C/+D","cap","det",535
"169","ld06ed27","1","listB","9",34,"+C/+D","cap","det",393
"170","os09er29","1","listB","9",34,"+C/+D","cap","det",366
"171","pp07us10","1","listB","9",34,"+C/+D","cap","det",87
"172","tz02ld25","1","listB","9",34,"+C/+D","cap","det",209
"173","en04el04","2","listB","9",34,"+C/+D","cap","det",357
"174","er05ns14","2","listB","9",34,"+C/+D","cap","det",605
"175","ig07en03","2","listB","9",34,"+C/+D","cap","det",486
"176","ke06er23","2","listB","9",34,"+C/+D","cap","det",537
"177","nn05as16","2","listB","9",34,"+C/+D","cap","det",393
"178","au05rd24","1","listA_REV","4",35,"+C/+D","cap","det",472
"179","en04el04","1","listA_REV","4",35,"+C/+D","cap","det",1080
"180","ht08en04","1","listA_REV","4",35,"+C/+D","cap","det",1881
"181","ke06er23","1","listA_REV","4",35,"+C/+D","cap","det",391
"182","ng10er10","1","listA_REV","4",35,"+C/+D","cap","det",123
"183","nn05as16","1","listA_REV","4",35,"+C/+D","cap","det",347
"184","nn05ed12","1","listA_REV","4",35,"+C/+D","cap","det",521
"185","nz09ko24","1","listA_REV","4",35,"+C/+D","cap","det",154
"186","rs06nz12","1","listA_REV","4",35,"+C/+D","cap","det",441
"187","as08el22","2","listA_REV","4",35,"+C/+D","cap","det",662
"188","er06nk20","2","listA_REV","4",35,"+C/+D","cap","det",369
"189","er07rd18","2","listA_REV","4",35,"+C/+D","cap","det",208
"190","ho07es17","2","listA_REV","4",35,"+C/+D","cap","det",611
"191","ke05en10","2","listA_REV","4",35,"+C/+D","cap","det",1056
"192","ke05rg01","2","listA_REV","4",35,"+C/+D","cap","det",564
"193","ke09en22","2","listA_REV","4",35,"+C/+D","cap","det",572
"194","os09er29","2","listA_REV","4",35,"+C/+D","cap","det",544
"195","er06nk20","1","listB","19",37,"+C/+D","cap","det",953
"196","er07rd18","1","listB","19",37,"+C/+D","cap","det",663
"197","in06an10","1","listB","19",37,"+C/+D","cap","det",299
"198","ke05en10","1","listB","19",37,"+C/+D","cap","det",723
"199","ld06ed27","1","listB","19",37,"+C/+D","cap","det",423
"200","os09er29","1","listB","19",37,"+C/+D","cap","det",665
"201","pp07us10","1","listB","19",37,"+C/+D","cap","det",412
"202","tz02ld25","1","listB","19",37,"+C/+D","cap","det",487
"203","en04el04","2","listB","19",37,"+C/+D","cap","det",199
"204","er05ns14","2","listB","19",37,"+C/+D","cap","det",328
"205","ig07en03","2","listB","19",37,"+C/+D","cap","det",772
"206","ke06er23","2","listB","19",37,"+C/+D","cap","det",650
"207","nn05as16","2","listB","19",37,"+C/+D","cap","det",386
"208","rs06nz12","2","listB","19",37,"+C/+D","cap","det",464
"209","as08el22","1","listB_REV","15",37,"+C/+D","cap","det",236
"210","de10ch10","1","listB_REV","15",37,"+C/+D","cap","det",461
"211","fs06er06","1","listB_REV","15",37,"+C/+D","cap","det",479
"212","ho07es17","1","listB_REV","15",37,"+C/+D","cap","det",468
"213","ke05rg01","1","listB_REV","15",37,"+C/+D","cap","det",826
"214","ke09en22","1","listB_REV","15",37,"+C/+D","cap","det",431
"215","pt07en03","1","listB_REV","15",37,"+C/+D","cap","det",615
"216","au05rd24","2","listB_REV","15",37,"+C/+D","cap","det",690
"217","ck06nk23","2","listB_REV","15",37,"+C/+D","cap","det",515
"218","en04do16","2","listB_REV","15",37,"+C/+D","cap","det",1694
"219","ff06an05","2","listB_REV","15",37,"+C/+D","cap","det",488
"220","ht08en04","2","listB_REV","15",37,"+C/+D","cap","det",290
"221","ng09in10","2","listB_REV","15",37,"+C/+D","cap","det",86
"222","ng10er10","2","listB_REV","15",37,"+C/+D","cap","det",272
"223","nn05ed12","2","listB_REV","15",37,"+C/+D","cap","det",309
"224","nz09ko24","2","listB_REV","15",37,"+C/+D","cap","det",366
"225","er06nk20","1","listB","1",41,"+C/+D","cap","det",320
"226","er07rd18","1","listB","1",41,"+C/+D","cap","det",336
"227","in06an10","1","listB","1",41,"+C/+D","cap","det",714
"228","ke05en10","1","listB","1",41,"+C/+D","cap","det",168
"229","ld06ed27","1","listB","1",41,"+C/+D","cap","det",350
"230","os09er29","1","listB","1",41,"+C/+D","cap","det",153
"231","pp07us10","1","listB","1",41,"+C/+D","cap","det",639
"232","tz02ld25","1","listB","1",41,"+C/+D","cap","det",175
"233","en04el04","2","listB","1",41,"+C/+D","cap","det",582
"234","er05ns14","2","listB","1",41,"+C/+D","cap","det",401
"235","ig07en03","2","listB","1",41,"+C/+D","cap","det",1004
"236","ke06er23","2","listB","1",41,"+C/+D","cap","det",350
"237","nn05as16","2","listB","1",41,"+C/+D","cap","det",321
"238","rs06nz12","2","listB","1",41,"+C/+D","cap","det",205
"239","au05rd24","1","listA_REV","10",43,"+C/+D","cap","det",232
"240","en04el04","1","listA_REV","10",43,"+C/+D","cap","det",315
"241","ht08en04","1","listA_REV","10",43,"+C/+D","cap","det",1045
"242","ke06er23","1","listA_REV","10",43,"+C/+D","cap","det",495
"243","ng10er10","1","listA_REV","10",43,"+C/+D","cap","det",437
"244","nn05as16","1","listA_REV","10",43,"+C/+D","cap","det",210
"245","nn05ed12","1","listA_REV","10",43,"+C/+D","cap","det",299
"246","nz09ko24","1","listA_REV","10",43,"+C/+D","cap","det",160
"247","rs06nz12","1","listA_REV","10",43,"+C/+D","cap","det",319
"248","as08el22","2","listA_REV","10",43,"+C/+D","cap","det",689
"249","er06nk20","2","listA_REV","10",43,"+C/+D","cap","det",245
"250","ho07es17","2","listA_REV","10",43,"+C/+D","cap","det",164
"251","ke05en10","2","listA_REV","10",43,"+C/+D","cap","det",511
"252","ke05rg01","2","listA_REV","10",43,"+C/+D","cap","det",209
"253","ke09en22","2","listA_REV","10",43,"+C/+D","cap","det",267
"254","os09er29","2","listA_REV","10",43,"+C/+D","cap","det",756
"255","au05rd24","1","listA_REV","11",48,"+C/+D","cap","det",277
"256","en04el04","1","listA_REV","11",48,"+C/+D","cap","det",184
"257","ht08en04","1","listA_REV","11",48,"+C/+D","cap","det",383
"258","ke06er23","1","listA_REV","11",48,"+C/+D","cap","det",463
"259","ng10er10","1","listA_REV","11",48,"+C/+D","cap","det",334
"260","nn05as16","1","listA_REV","11",48,"+C/+D","cap","det",187
"261","nn05ed12","1","listA_REV","11",48,"+C/+D","cap","det",320
"262","nz09ko24","1","listA_REV","11",48,"+C/+D","cap","det",252
"263","rs06nz12","1","listA_REV","11",48,"+C/+D","cap","det",585
"264","as08el22","2","listA_REV","11",48,"+C/+D","cap","det",158
"265","er06nk20","2","listA_REV","11",48,"+C/+D","cap","det",535
"266","er07rd18","2","listA_REV","11",48,"+C/+D","cap","det",511
"267","ho07es17","2","listA_REV","11",48,"+C/+D","cap","det",256
"268","ke05en10","2","listA_REV","11",48,"+C/+D","cap","det",227
"269","ke09en22","2","listA_REV","11",48,"+C/+D","cap","det",751
"270","os09er29","2","listA_REV","11",48,"+C/+D","cap","det",284
"271","er06nk20","1","listB","7",49,"+C/+D","cap","det",401
"272","in06an10","1","listB","7",49,"+C/+D","cap","det",510
"273","ke05en10","1","listB","7",49,"+C/+D","cap","det",998
"274","ld06ed27","1","listB","7",49,"+C/+D","cap","det",595
"275","os09er29","1","listB","7",49,"+C/+D","cap","det",283
"276","pp07us10","1","listB","7",49,"+C/+D","cap","det",475
"277","tz02ld25","1","listB","7",49,"+C/+D","cap","det",174
"278","en04el04","2","listB","7",49,"+C/+D","cap","det",234
"279","er05ns14","2","listB","7",49,"+C/+D","cap","det",350
"280","ke06er23","2","listB","7",49,"+C/+D","cap","det",451
"281","nn05as16","2","listB","7",49,"+C/+D","cap","det",155
"282","rs06nz12","2","listB","7",49,"+C/+D","cap","det",325
"283","de10ch10","1","listB_REV","7",72,"+C/+D","cap","det",282
"284","fs06er06","1","listB_REV","7",72,"+C/+D","cap","det",1318
"285","ho07es17","1","listB_REV","7",72,"+C/+D","cap","det",138
"286","ke05rg01","1","listB_REV","7",72,"+C/+D","cap","det",263
"287","ke09en22","1","listB_REV","7",72,"+C/+D","cap","det",1223
"288","pt07en03","1","listB_REV","7",72,"+C/+D","cap","det",185
"289","au05rd24","2","listB_REV","7",72,"+C/+D","cap","det",238
"290","ck06nk23","2","listB_REV","7",72,"+C/+D","cap","det",449
"291","en04do16","2","listB_REV","7",72,"+C/+D","cap","det",362
"292","ff06an05","2","listB_REV","7",72,"+C/+D","cap","det",441
"293","ht08en04","2","listB_REV","7",72,"+C/+D","cap","det",935
"294","ng09in10","2","listB_REV","7",72,"+C/+D","cap","det",383
"295","ng10er10","2","listB_REV","7",72,"+C/+D","cap","det",352
"296","nn05ed12","2","listB_REV","7",72,"+C/+D","cap","det",322
"297","nz09ko24","2","listB_REV","7",72,"+C/+D","cap","det",335
"298","ck06nk23","1","listA","11",73,"+C/+D","cap","det",264
"299","en04do16","1","listA","11",73,"+C/+D","cap","det",554
"300","er05ns14","1","listA","11",73,"+C/+D","cap","det",473
"301","ff06an05","1","listA","11",73,"+C/+D","cap","det",510
"302","ig07en03","1","listA","11",73,"+C/+D","cap","det",660
"303","ng09in10","1","listA","11",73,"+C/+D","cap","det",204
"304","de10ch10","2","listA","11",73,"+C/+D","cap","det",157
"305","fs06er06","2","listA","11",73,"+C/+D","cap","det",634
"306","in06an10","2","listA","11",73,"+C/+D","cap","det",74
"307","ld06ed27","2","listA","11",73,"+C/+D","cap","det",422
"308","pp07us10","2","listA","11",73,"+C/+D","cap","det",281
"309","pt07en03","2","listA","11",73,"+C/+D","cap","det",146
"310","tz02ld25","2","listA","11",73,"+C/+D","cap","det",586
"311","ck06nk23","1","listA","10",78,"+C/+D","cap","det",602
"312","en04do16","1","listA","10",78,"+C/+D","cap","det",668
"313","er05ns14","1","listA","10",78,"+C/+D","cap","det",783
"314","ff06an05","1","listA","10",78,"+C/+D","cap","det",870
"315","ig07en03","1","listA","10",78,"+C/+D","cap","det",352
"316","ng09in10","1","listA","10",78,"+C/+D","cap","det",302
"317","de10ch10","2","listA","10",78,"+C/+D","cap","det",514
"318","fs06er06","2","listA","10",78,"+C/+D","cap","det",187
"319","ld06ed27","2","listA","10",78,"+C/+D","cap","det",336
"320","pp07us10","2","listA","10",78,"+C/+D","cap","det",455
"321","pt07en03","2","listA","10",78,"+C/+D","cap","det",543
"322","tz02ld25","2","listA","10",78,"+C/+D","cap","det",310
"323","as08el22","1","listB_REV","1",80,"+C/+D","cap","det",444
"324","fs06er06","1","listB_REV","1",80,"+C/+D","cap","det",2006
"325","ho07es17","1","listB_REV","1",80,"+C/+D","cap","det",255
"326","ke05rg01","1","listB_REV","1",80,"+C/+D","cap","det",578
"327","ke09en22","1","listB_REV","1",80,"+C/+D","cap","det",1908
"328","pt07en03","1","listB_REV","1",80,"+C/+D","cap","det",317
"329","au05rd24","2","listB_REV","1",80,"+C/+D","cap","det",797
"330","ck06nk23","2","listB_REV","1",80,"+C/+D","cap","det",139
"331","en04do16","2","listB_REV","1",80,"+C/+D","cap","det",1081
"332","ht08en04","2","listB_REV","1",80,"+C/+D","cap","det",464
"333","ng09in10","2","listB_REV","1",80,"+C/+D","cap","det",403
"334","ng10er10","2","listB_REV","1",80,"+C/+D","cap","det",528
"335","nn05ed12","2","listB_REV","1",80,"+C/+D","cap","det",401
"336","nz09ko24","2","listB_REV","1",80,"+C/+D","cap","det",320
"337","as08el22","1","listB_REV","19",84,"+C/+D","cap","det",1184
"338","de10ch10","1","listB_REV","19",84,"+C/+D","cap","det",265
"339","fs06er06","1","listB_REV","19",84,"+C/+D","cap","det",750
"340","ho07es17","1","listB_REV","19",84,"+C/+D","cap","det",386
"341","ke05rg01","1","listB_REV","19",84,"+C/+D","cap","det",908
"342","ke09en22","1","listB_REV","19",84,"+C/+D","cap","det",1338
"343","pt07en03","1","listB_REV","19",84,"+C/+D","cap","det",676
"344","au05rd24","2","listB_REV","19",84,"+C/+D","cap","det",322
"345","ck06nk23","2","listB_REV","19",84,"+C/+D","cap","det",565
"346","en04do16","2","listB_REV","19",84,"+C/+D","cap","det",834
"347","ff06an05","2","listB_REV","19",84,"+C/+D","cap","det",190
"348","ht08en04","2","listB_REV","19",84,"+C/+D","cap","det",659
"349","ng09in10","2","listB_REV","19",84,"+C/+D","cap","det",67
"350","ng10er10","2","listB_REV","19",84,"+C/+D","cap","det",486
"351","nn05ed12","2","listB_REV","19",84,"+C/+D","cap","det",562
"352","nz09ko24","2","listB_REV","19",84,"+C/+D","cap","det",547
"353","er06nk20","1","listB","15",84,"+C/+D","cap","det",421
"354","er07rd18","1","listB","15",84,"+C/+D","cap","det",858
"355","in06an10","1","listB","15",84,"+C/+D","cap","det",461
"356","ke05en10","1","listB","15",84,"+C/+D","cap","det",989
"357","ld06ed27","1","listB","15",84,"+C/+D","cap","det",653
"358","os09er29","1","listB","15",84,"+C/+D","cap","det",165
"359","pp07us10","1","listB","15",84,"+C/+D","cap","det",181
"360","tz02ld25","1","listB","15",84,"+C/+D","cap","det",350
"361","en04el04","2","listB","15",84,"+C/+D","cap","det",151
"362","er05ns14","2","listB","15",84,"+C/+D","cap","det",280
"363","ig07en03","2","listB","15",84,"+C/+D","cap","det",376
"364","ke06er23","2","listB","15",84,"+C/+D","cap","det",675
"365","nn05as16","2","listB","15",84,"+C/+D","cap","det",192
"366","rs06nz12","2","listB","15",84,"+C/+D","cap","det",536
"367","ck06nk23","1","listA","4",86,"+C/+D","cap","det",317
"368","en04do16","1","listA","4",86,"+C/+D","cap","det",783
"369","er05ns14","1","listA","4",86,"+C/+D","cap","det",476
"370","ff06an05","1","listA","4",86,"+C/+D","cap","det",1038
"371","ig07en03","1","listA","4",86,"+C/+D","cap","det",910
"372","ng09in10","1","listA","4",86,"+C/+D","cap","det",119
"373","de10ch10","2","listA","4",86,"+C/+D","cap","det",309
"374","fs06er06","2","listA","4",86,"+C/+D","cap","det",894
"375","in06an10","2","listA","4",86,"+C/+D","cap","det",80
"376","ld06ed27","2","listA","4",86,"+C/+D","cap","det",469
"377","pp07us10","2","listA","4",86,"+C/+D","cap","det",243
"378","pt07en03","2","listA","4",86,"+C/+D","cap","det",266
"379","tz02ld25","2","listA","4",86,"+C/+D","cap","det",340
"380","as08el22","1","listB_REV","9",87,"+C/+D","cap","det",1074
"381","de10ch10","1","listB_REV","9",87,"+C/+D","cap","det",838
"382","fs06er06","1","listB_REV","9",87,"+C/+D","cap","det",539
"383","ho07es17","1","listB_REV","9",87,"+C/+D","cap","det",738
"384","ke05rg01","1","listB_REV","9",87,"+C/+D","cap","det",309
"385","ke09en22","1","listB_REV","9",87,"+C/+D","cap","det",1135
"386","pt07en03","1","listB_REV","9",87,"+C/+D","cap","det",112
"387","au05rd24","2","listB_REV","9",87,"+C/+D","cap","det",1045
"388","ck06nk23","2","listB_REV","9",87,"+C/+D","cap","det",176
"389","en04do16","2","listB_REV","9",87,"+C/+D","cap","det",1295
"390","ff06an05","2","listB_REV","9",87,"+C/+D","cap","det",1105
"391","ht08en04","2","listB_REV","9",87,"+C/+D","cap","det",665
"392","ng09in10","2","listB_REV","9",87,"+C/+D","cap","det",311
"393","ng10er10","2","listB_REV","9",87,"+C/+D","cap","det",162
"394","nn05ed12","2","listB_REV","9",87,"+C/+D","cap","det",1011
"395","nz09ko24","2","listB_REV","9",87,"+C/+D","cap","det",171
"396","au05rd24","1","listA_REV","20",90,"+C/+D","cap","det",881
"397","en04el04","1","listA_REV","20",90,"+C/+D","cap","det",524
"398","ht08en04","1","listA_REV","20",90,"+C/+D","cap","det",1075
"399","ke06er23","1","listA_REV","20",90,"+C/+D","cap","det",255
"400","ng10er10","1","listA_REV","20",90,"+C/+D","cap","det",228
"401","nn05as16","1","listA_REV","20",90,"+C/+D","cap","det",525
"402","nn05ed12","1","listA_REV","20",90,"+C/+D","cap","det",340
"403","rs06nz12","1","listA_REV","20",90,"+C/+D","cap","det",306
"404","as08el22","2","listA_REV","20",90,"+C/+D","cap","det",268
"405","er06nk20","2","listA_REV","20",90,"+C/+D","cap","det",540
"406","er07rd18","2","listA_REV","20",90,"+C/+D","cap","det",528
"407","ho07es17","2","listA_REV","20",90,"+C/+D","cap","det",737
"408","ke05en10","2","listA_REV","20",90,"+C/+D","cap","det",472
"409","ke05rg01","2","listA_REV","20",90,"+C/+D","cap","det",259
"410","ke09en22","2","listA_REV","20",90,"+C/+D","cap","det",415
"411","os09er29","2","listA_REV","20",90,"+C/+D","cap","det",92
"412","er06nk20","1","listB","6",90,"+C/+D","cap","det",214
"413","er07rd18","1","listB","6",90,"+C/+D","cap","det",213
"414","in06an10","1","listB","6",90,"+C/+D","cap","det",581
